1stFlrSF,GarageArea,GrLivArea,TotalBsmtSF,BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,GarageYrBlt,KitchenQual,OverallCond,OverallQual,YearBuilt,YearRemodAdd,SalePrice
856,548,1710,856,3,3,2,2,11,2,5,7,13,6,208500
1262,460,1262,1262,3,1,0,2,8,3,8,6,10,3,181500
920,608,1786,920,3,2,2,2,11,2,5,7,13,6,223500
961,642,1717,756,3,3,0,3,10,2,5,7,4,2,140000
1145,836,2198,1145,4,0,2,2,10,2,5,8,12,5,250000
796,480,1362,796,1,3,2,3,10,3,5,5,12,5,143000
1694,636,1694,1686,3,0,2,2,11,2,5,8,13,6,307000
1107,484,2090,1107,3,2,0,3,8,3,6,7,10,3,200000
1022,468,1774,952,2,3,6,3,4,3,5,7,6,0,129900
1077,205,1077,991,2,3,2,2,4,3,6,5,6,0,118000
1040,384,1040,1040,3,3,5,3,7,3,5,5,9,2,129500
1182,736,2324,1175,4,3,6,0,11,0,5,9,13,6,345000
912,352,912,912,2,3,0,3,7,3,6,5,9,2,144000
1494,840,1494,1494,3,0,6,2,11,2,5,7,13,6,279500
1253,352,1253,1253,3,3,1,2,6,3,5,6,8,1,157000
854,576,854,832,2,3,6,3,10,3,8,7,5,6,132000
1004,480,1004,1004,2,3,0,0,7,3,7,6,9,2,149000
1296,516,1296,0,2,4,4,3,7,3,5,4,9,2,90000
1114,576,1114,1114,3,3,2,3,11,2,5,5,13,6,159000
1339,294,1339,1029,3,3,3,3,6,3,6,5,8,2,139000
1158,853,2376,1158,4,0,6,2,11,2,5,8,13,6,325300
1108,280,1108,637,3,3,6,3,3,2,7,7,5,0,139400
1795,534,1795,1777,3,3,6,2,11,2,5,8,13,6,230000
1060,572,1060,1040,3,3,2,3,8,3,7,5,10,3,129900
1060,270,1060,1060,3,2,5,3,7,2,8,5,9,6,154000
1600,890,1600,1566,3,3,6,2,11,2,5,8,13,6,256300
900,576,900,900,3,2,6,3,11,2,7,5,8,5,134800
1704,772,1704,1704,3,3,2,3,11,2,5,8,13,6,306000
1600,319,1600,1484,2,1,1,2,6,3,6,5,8,5,207500
520,240,520,520,1,3,6,3,2,1,6,4,5,0,68500
649,250,1317,649,3,3,6,3,2,3,4,4,4,0,40000
1228,271,1228,1228,3,3,6,3,7,2,6,5,9,6,149350
1234,484,1234,1234,3,0,6,2,11,2,5,8,13,6,179900
1700,447,1700,1398,4,3,5,2,6,2,5,5,8,1,165500
1561,556,1561,1561,2,3,2,0,11,0,5,9,13,6,277500
1132,691,2452,1117,4,0,6,3,11,2,5,8,13,6,309000
1097,672,1097,1097,3,3,6,3,10,3,5,5,12,5,145000
1297,498,1297,1297,3,3,5,0,6,3,6,5,8,4,153000
1057,246,1057,1057,3,3,2,3,6,2,7,5,8,6,109000
1152,0,1152,0,3,4,4,1,12,1,5,4,8,1,82000
1324,440,1324,1088,3,3,5,3,7,3,5,6,9,2,160000
1328,308,1328,1350,2,1,1,3,6,3,6,5,8,1,170000
884,504,884,840,2,0,0,2,9,2,7,5,11,4,144000
938,308,938,938,3,0,3,3,8,3,6,5,10,3,130250
1150,300,1150,1150,3,3,0,2,6,3,6,5,8,1,141000
1752,576,1752,1752,2,3,2,2,11,0,5,9,13,6,319900
1518,670,2149,1434,1,3,2,2,11,2,5,7,13,6,239686
1656,826,1656,1656,3,0,2,3,11,2,5,8,13,6,249700
736,0,1452,736,2,3,6,1,12,3,5,4,4,6,113000
955,386,955,955,3,3,1,3,7,3,7,5,9,2,127000
794,388,1470,794,3,0,2,0,10,3,6,6,12,5,177000
816,528,1176,816,3,3,6,3,9,3,6,6,6,0,114500
816,516,816,816,2,1,3,3,7,3,5,5,9,2,110000
1842,894,1842,1842,0,1,2,0,9,2,5,9,11,4,385000
1360,572,1360,384,3,3,0,3,7,3,5,5,8,1,130000
1425,576,1425,1425,3,3,6,2,7,3,5,6,9,2,180500
983,480,1739,970,3,3,2,0,10,2,5,8,12,5,172500
860,565,1720,860,3,3,6,2,11,2,5,7,13,6,196500
1426,641,2945,1410,3,1,6,0,11,2,5,10,13,6,438780
780,352,780,780,2,0,0,3,8,3,7,5,10,3,124900
1158,576,1158,1158,3,3,0,3,11,2,5,6,13,6,158000
581,288,1111,530,3,3,6,3,4,1,7,5,4,5,101000
1370,484,1370,1370,2,2,2,2,11,2,5,8,13,6,202500
902,480,1710,576,3,3,6,3,9,3,6,7,5,0,140000
1057,645,2034,1057,3,3,2,2,10,2,5,7,12,5,219500
1143,852,2473,1143,4,0,6,3,11,2,5,8,13,6,317000
2207,576,2207,1947,3,1,2,2,7,3,5,7,9,4,180000
1479,558,1479,1453,3,0,2,2,11,2,5,7,13,6,226000
747,220,747,747,2,3,6,3,5,3,6,4,7,0,80000
1304,667,2287,1304,3,3,1,0,6,3,4,7,8,1,225000
2223,516,2223,2223,3,1,0,0,8,3,6,7,10,3,244000
845,360,845,845,2,3,0,3,9,3,6,4,11,6,129500
885,427,1718,832,3,3,6,0,10,3,5,7,12,5,185000
1086,490,1086,1086,3,3,0,3,9,3,7,5,8,6,144900
840,379,1605,840,3,3,6,3,2,3,6,3,4,0,107400
526,297,988,462,2,1,2,3,8,3,5,4,10,3,91000
952,283,952,952,2,3,0,3,6,3,7,4,8,1,135750
1072,240,1285,672,2,3,1,3,5,3,5,5,7,6,127000
1768,0,1768,1768,4,3,6,1,12,3,5,4,9,2,136500
682,440,1230,440,2,3,6,3,7,3,6,5,3,4,110000
1182,509,2142,896,3,3,5,0,7,2,6,6,9,2,193500
1337,405,1337,1237,2,3,2,0,10,3,5,6,12,5,153500
1563,758,1563,1563,3,3,2,2,11,2,5,8,13,6,245000
1065,461,1065,1065,3,3,6,3,8,3,5,5,8,1,126500
804,400,1474,384,3,3,6,0,10,3,5,7,12,5,168500
1301,462,2417,1288,4,3,6,3,10,2,5,8,12,5,260000
684,400,1560,684,3,0,6,0,11,2,5,6,13,6,174000
612,528,1224,612,3,0,6,2,11,2,5,6,13,6,164500
1013,0,1526,1013,2,3,6,1,12,1,2,3,4,4,85000
990,0,990,990,3,3,6,1,12,3,5,4,12,5,123600
1040,420,1040,0,2,4,6,3,5,3,5,4,7,0,109900
1235,480,1235,1235,2,3,5,3,7,3,3,5,9,2,98600
964,432,964,876,2,3,0,3,3,3,7,5,5,6,163500
1260,506,2291,1214,4,2,5,3,0,3,6,6,3,5,133900
905,684,1786,824,3,3,2,2,10,2,5,6,12,5,204750
680,420,1470,680,3,3,6,0,10,3,8,6,12,5,185000
1588,472,1588,1588,3,0,0,2,10,2,5,7,12,5,214000
960,432,960,960,3,3,5,0,7,3,5,4,9,2,94750
835,366,835,458,2,3,0,3,2,3,5,5,4,0,83000
1225,0,1225,950,3,3,0,1,12,3,5,4,8,1,128950
1610,480,1610,1610,3,2,0,2,8,2,7,6,10,6,205000
977,476,1732,741,3,3,6,0,9,2,5,6,11,4,178000
1535,410,1535,0,4,4,4,3,8,3,5,5,10,3,118964
1226,740,1226,1226,3,3,6,2,11,2,5,7,13,6,198900
1226,240,1818,1040,4,3,3,3,6,3,4,7,6,0,169500
1053,648,1992,1053,3,3,6,2,11,2,5,8,13,6,250000
1047,273,1047,641,2,3,6,3,6,3,7,4,1,5,100000
789,250,789,789,2,3,0,3,5,3,5,5,7,0,115000
997,0,1517,793,3,3,6,1,12,1,7,5,4,6,115000
1844,546,1844,1844,3,3,1,2,8,3,6,6,10,3,190000
1216,325,1855,994,4,3,5,3,6,3,4,6,8,3,136900
774,400,1430,384,3,3,2,0,10,3,5,7,12,5,180000
1282,792,2696,1264,4,0,2,3,11,0,5,7,13,6,383970
2259,450,2259,1809,3,2,6,3,6,2,5,6,8,1,217000
1436,180,2320,1028,3,3,0,3,5,2,8,6,7,6,259500
729,440,1458,729,2,3,2,3,10,3,5,6,12,5,176000
1092,288,1092,1092,3,3,3,3,7,3,5,5,9,2,139000
1125,430,1125,1125,2,3,6,3,11,3,5,5,13,6,155000
1699,594,3222,1673,5,2,2,3,9,2,5,7,11,4,320000
728,390,1456,728,3,3,6,0,11,2,5,6,13,6,163990
988,540,988,938,1,1,0,3,7,3,5,6,9,2,180000
772,264,1123,732,3,3,6,3,8,3,5,4,6,0,100000
1080,288,1080,1080,3,3,1,3,6,3,7,6,8,1,136000
1199,530,1199,1199,2,3,2,2,10,2,5,6,12,5,153900
1586,435,1586,1362,3,3,6,3,8,3,5,6,10,5,181000
520,0,754,520,2,0,2,3,12,3,8,6,6,4,84500
958,440,958,1078,2,3,0,2,8,3,5,6,10,3,128000
840,0,840,672,3,3,3,1,12,3,7,5,5,0,87000
660,453,1348,660,3,3,1,2,7,3,5,6,9,2,155000
1053,750,1053,1008,3,3,5,2,10,0,7,5,8,5,150000
1216,487,2157,924,4,3,5,3,7,2,6,7,9,2,226000
1022,390,2054,992,3,3,2,2,10,2,5,6,12,5,244000
1327,624,1327,1063,3,3,5,3,8,2,6,5,8,6,150750
1296,471,1296,1267,2,3,2,0,11,2,5,8,13,6,220000
1721,440,1721,1461,3,3,5,2,7,3,6,5,9,5,180000
1682,530,1682,1304,3,3,6,3,7,3,6,7,9,2,174000
1214,318,1214,1214,3,3,1,2,7,3,5,5,9,2,143000
1959,766,1959,1907,5,3,6,3,9,3,5,7,11,4,171000
1004,660,1852,1004,3,2,2,0,10,2,5,8,12,5,230000
928,470,1764,928,3,3,2,2,10,2,5,6,12,5,231500
864,0,864,864,3,3,0,1,12,3,5,4,10,3,115000
1734,660,1734,1734,3,0,2,3,11,2,5,7,13,6,260000
910,720,1385,910,4,3,5,3,10,3,4,5,8,1,166000
1501,577,1501,1490,3,1,2,2,10,2,5,7,12,5,204000
1728,504,1728,1728,6,3,5,3,7,3,5,5,9,2,125000
970,380,1709,970,3,3,6,3,11,2,5,6,13,6,130000
875,180,875,715,2,3,1,3,4,3,7,5,6,5,105000
884,434,2035,884,3,3,6,0,11,2,5,7,13,6,222500
1080,0,1080,1080,3,3,2,1,12,2,5,7,13,6,141000
896,240,1344,896,3,3,6,3,4,3,4,5,6,0,115000
969,440,969,969,3,0,1,3,8,3,6,5,10,3,122000
1710,866,1710,1710,2,1,6,2,11,2,5,8,13,6,372402
1097,495,1993,825,4,3,5,2,8,3,5,6,10,3,190000
1252,564,1252,1602,1,1,1,2,6,3,7,6,8,3,235000
1200,312,1200,1200,4,3,6,3,3,3,5,6,5,0,125000
572,0,1096,572,2,3,6,1,12,3,5,6,5,0,79000
1040,625,1040,0,2,4,4,3,5,3,7,5,7,0,109500
774,680,1968,774,4,3,6,0,11,0,5,8,13,6,269500
991,678,1947,991,3,3,2,2,11,2,5,7,13,6,254900
1392,576,2462,1392,4,2,2,2,11,2,5,7,13,6,320000
1232,516,1232,1232,3,3,1,3,9,3,6,6,11,4,162500
1572,726,2668,1572,3,0,2,0,11,0,5,9,13,6,412500
1541,532,1541,1541,3,2,6,3,11,2,5,7,13,6,220000
882,0,882,882,1,3,6,1,12,3,6,4,8,1,103200
1149,216,1616,1149,3,2,3,3,3,2,7,6,5,6,152000
808,0,1355,644,4,3,0,1,12,3,7,5,6,5,127500
1867,303,1867,1617,2,3,3,0,6,3,5,5,8,5,190000
1610,789,2161,1582,3,3,2,0,11,0,5,8,13,6,325624
840,440,1720,840,3,3,6,0,11,2,5,7,13,6,183500
1707,511,1707,1686,2,3,6,2,9,3,6,8,11,4,228000
854,660,1382,720,2,3,5,3,10,3,6,5,7,0,128500
1656,528,1656,1080,3,1,1,0,6,3,5,6,8,1,215000
1064,504,1767,1064,2,3,2,2,9,2,7,7,11,4,239000
1362,504,1362,1362,3,3,0,3,7,3,5,6,9,2,163000
1651,616,1651,1606,3,3,0,0,9,3,5,6,11,4,184000
2158,576,2158,1202,4,0,0,3,5,2,7,6,7,6,243000
1164,521,2060,1151,4,3,2,3,9,3,5,6,11,4,211000
1252,451,1920,1052,4,3,0,3,6,2,5,5,8,1,172500
2234,1166,2234,2216,1,3,2,0,11,0,5,9,13,6,501837
968,480,968,968,2,3,6,3,4,3,6,5,5,6,100000
769,440,1525,756,3,3,2,3,10,2,5,6,12,5,177000
901,216,1802,793,4,3,3,3,2,3,6,7,4,0,200100
1340,252,1340,0,3,4,6,3,6,3,6,5,8,6,120000
1362,484,2082,1362,3,3,6,3,11,2,5,7,13,6,200000
936,576,1252,504,3,3,6,3,9,3,8,5,3,5,127000
1518,840,3608,1107,4,2,6,3,10,0,9,10,2,5,475000
1217,497,1217,1188,3,0,2,3,9,2,5,7,11,5,173000
808,180,1656,660,3,3,6,3,2,3,7,5,4,4,135000
1224,528,1224,1086,2,0,2,3,8,3,5,5,10,3,153337
1593,682,1593,1593,0,0,2,0,11,0,5,8,13,6,286000
1549,440,2727,853,3,3,5,3,4,2,8,8,6,5,315000
725,484,1479,725,4,3,0,0,8,2,9,7,10,6,184000
1431,666,1431,1431,3,0,2,0,10,2,5,7,12,5,192000
970,380,1709,970,3,3,6,3,11,2,5,7,13,6,130000
864,352,864,864,3,0,0,3,9,3,7,5,10,3,127000
855,440,1456,855,3,3,0,3,8,3,6,6,10,3,148500
1726,786,1726,1726,3,3,6,3,11,0,5,7,13,6,311872
1360,795,3112,1360,3,3,6,3,2,2,4,8,4,4,235000
929,0,2229,755,5,3,6,1,12,3,6,6,4,0,104000
1713,856,1713,1713,3,0,2,0,11,0,5,8,13,6,274900
1121,440,1121,1121,2,3,6,2,11,3,5,4,13,6,140000
1279,473,1279,1196,3,3,0,3,8,3,6,6,10,3,171500
865,398,1310,617,2,3,3,3,3,3,6,6,5,0,112000
848,420,848,848,1,0,2,2,11,2,5,6,13,6,149000
720,240,1284,720,2,3,3,3,5,3,7,5,7,0,110000
1442,500,1442,1424,3,3,6,3,9,3,5,7,11,4,180500
1696,349,1696,1140,3,3,6,3,7,3,5,5,9,2,143900
1100,312,1100,1100,3,3,0,2,6,3,5,4,8,1,141000
1180,454,2062,1157,3,1,2,3,9,3,5,7,11,4,277000
1092,504,1092,1092,3,3,5,2,7,3,7,6,9,2,145000
864,0,864,864,2,3,5,1,12,3,6,5,5,0,98000
1212,460,1212,1212,3,2,2,2,11,2,5,6,13,6,186000
932,644,1852,900,3,3,2,2,11,2,5,7,13,6,252678
990,576,990,990,3,3,0,3,10,3,5,5,12,5,156000
689,299,1392,689,3,3,2,0,8,3,7,6,10,3,161750
1236,447,1236,1070,2,3,1,3,6,2,6,5,8,5,134450
1436,484,1436,1436,3,2,2,3,11,2,5,7,13,6,210000
810,210,1328,686,3,3,6,3,4,3,4,4,5,0,107000
1137,431,1954,798,3,3,1,3,4,2,9,7,6,6,311500
1248,438,1248,1248,2,0,2,0,11,2,5,7,13,6,167240
1498,675,1498,1498,2,2,6,3,11,2,5,7,13,6,204900
1010,390,2267,1010,4,3,6,2,11,2,5,6,13,6,200000
811,434,1552,713,3,3,0,2,8,3,6,6,10,3,179900
864,576,864,864,2,3,0,3,9,3,6,4,10,3,97000
2392,968,2392,2392,3,1,2,0,11,0,5,10,13,6,386250
630,280,1302,630,3,3,6,3,10,3,5,5,10,3,112000
1214,721,2520,1203,4,3,2,3,10,2,5,7,12,5,290000
483,280,987,483,3,3,5,3,9,3,6,6,9,2,106000
912,336,912,912,3,3,0,3,8,3,5,5,9,2,125000
1555,430,1555,1373,2,0,2,0,11,2,5,7,13,6,192500
1194,312,1194,1194,3,3,6,2,6,3,6,6,8,1,148000
1490,810,2794,1462,4,3,6,0,10,0,5,8,12,5,403000
483,288,987,483,2,3,6,3,8,3,5,6,10,3,94500
894,308,894,894,3,0,3,3,8,3,6,5,10,3,128200
860,440,1960,860,4,3,2,0,11,2,5,6,13,6,216500
483,264,987,483,2,3,0,3,8,3,3,6,10,3,89500
1414,494,1414,1414,3,0,2,2,11,2,5,7,13,6,185500
1014,457,1744,996,3,3,1,2,10,2,7,7,12,6,194500
1694,818,1694,1694,3,3,6,0,11,2,5,8,13,6,318000
798,220,1487,735,3,3,3,3,5,3,4,6,7,0,113000
1566,750,1566,1566,3,0,2,2,11,2,5,8,13,6,262500
866,0,866,686,2,3,0,1,12,2,9,5,7,5,110500
889,352,1440,540,3,3,6,3,4,3,4,5,2,0,79000
626,288,1217,626,3,3,6,2,8,3,6,6,10,3,120000
1222,463,2110,948,3,3,2,2,10,2,5,7,12,6,205000
1872,604,1872,1845,3,0,2,3,9,3,5,7,11,4,241500
908,440,1928,1020,4,3,6,3,1,1,8,6,3,0,137000
1375,451,1375,1367,2,3,6,3,6,3,5,6,8,1,140000
840,500,1668,840,3,3,6,2,11,2,5,7,13,6,180000
1444,389,2144,1444,4,1,5,0,6,2,7,6,8,6,277000
1306,0,1306,728,3,3,6,1,12,1,2,3,6,2,76500
1625,538,1625,1573,2,1,6,3,11,2,5,8,13,6,235000
798,520,1640,798,3,3,6,2,11,2,5,6,13,6,173000
1302,309,1302,1302,3,1,3,2,7,2,7,6,9,5,158000
1314,294,1314,1314,3,3,5,2,6,3,6,5,8,1,145000
1005,429,2291,975,4,3,6,0,10,2,5,7,12,5,230000
864,673,1728,864,3,3,5,2,11,2,5,6,13,6,207500
1604,660,1604,1604,3,3,2,2,11,2,5,7,13,6,220000
963,564,1792,963,3,3,2,2,11,2,5,7,13,6,231500
882,308,882,0,2,4,4,3,6,3,5,5,8,1,97000
1382,884,1382,1362,3,1,5,3,10,3,5,6,9,2,176000
1482,868,2574,1482,3,3,6,0,11,0,5,8,13,6,276000
1212,492,1212,506,3,0,0,3,8,3,7,6,10,5,151000
926,484,1316,926,3,3,3,3,8,3,7,5,5,6,130000
764,504,764,680,2,3,6,3,7,3,5,5,5,6,73000
1422,576,1422,1422,3,3,6,0,9,2,6,6,11,4,175500
802,413,1511,802,3,0,2,0,10,3,5,6,12,5,185000
1052,240,2192,720,4,3,6,3,4,2,8,5,6,5,179500
778,924,778,740,2,3,0,3,7,3,6,5,6,1,120500
1113,504,1113,1143,3,3,1,2,9,3,7,6,10,3,148000
1095,1053,1939,1095,3,2,6,2,11,2,5,8,13,6,266000
1363,439,1363,1385,2,1,3,3,6,3,7,7,8,6,241500
1164,671,2270,1152,4,3,2,0,10,2,7,8,12,6,290000
1632,338,1632,1240,3,3,5,2,6,3,6,6,8,4,139000
816,264,816,816,3,1,0,3,9,3,7,5,11,4,124500
952,672,1548,952,3,3,6,3,8,0,7,7,5,6,205000
1560,573,1560,1560,3,3,6,0,11,2,5,7,13,6,201000
864,400,864,864,2,3,3,3,6,3,5,4,8,1,141000
2121,732,2121,2121,3,1,6,0,11,0,5,9,13,6,415298
1156,505,2022,1160,4,3,1,0,8,3,5,7,10,3,192000
1175,575,1982,807,3,0,2,3,9,2,6,7,11,4,228500
1262,572,1262,1262,3,3,2,3,11,2,5,6,13,6,185000
1314,626,1314,1314,2,3,2,2,11,2,5,7,13,6,207500
1468,898,1468,1468,3,3,6,0,11,2,5,8,13,6,244600
1575,529,1575,1575,3,3,2,2,10,2,5,6,12,5,179200
625,528,1250,625,2,3,6,2,11,2,5,7,13,6,164700
1085,440,1734,912,3,3,5,3,7,2,7,6,9,4,159000
858,0,858,858,3,3,1,1,12,3,4,4,10,3,88000
900,280,900,882,3,3,1,3,7,3,5,5,9,2,122000
698,384,1396,698,3,3,6,3,11,3,7,6,4,6,153575
1079,685,1919,1079,3,0,6,2,11,2,5,8,13,6,233230
936,0,1716,780,6,3,6,1,12,1,6,5,4,5,135900
1148,281,1716,768,3,3,3,3,5,3,4,5,7,6,131000
1468,539,2263,795,3,3,0,0,8,2,7,7,10,5,235000
1644,418,1644,1416,3,3,2,0,6,3,5,6,8,1,167000
1003,588,1003,1003,3,0,2,3,9,3,6,6,11,4,142500
910,282,1558,910,4,3,1,3,5,3,5,5,7,0,152000
975,576,1950,975,3,3,6,2,10,2,5,7,12,5,239000
1041,539,1743,702,3,3,0,3,7,3,6,6,9,2,175000
1152,300,1152,1092,3,3,6,3,5,2,8,6,7,6,158500
1336,375,1336,1165,2,2,1,3,6,3,5,5,8,1,157000
1210,683,2452,1028,4,3,6,0,10,2,5,8,12,5,267000
1541,843,1541,1541,3,3,6,2,11,2,5,7,13,6,205000
894,552,894,894,3,3,0,3,8,3,7,5,10,3,149900
1675,870,3493,1470,3,3,6,3,11,2,9,7,0,6,295000
2000,888,2000,2000,3,3,2,3,11,2,5,8,13,6,305900
1122,746,2243,700,4,3,0,2,9,2,5,7,11,5,225000
1035,0,1406,319,3,3,6,1,12,1,7,6,4,0,89500
861,539,861,861,1,3,1,3,7,3,5,4,6,0,82500
1944,708,1944,1896,3,1,6,0,11,0,5,9,13,6,360000
697,420,1501,697,3,3,0,0,10,2,5,6,12,5,165600
972,240,972,972,2,3,0,3,5,3,6,6,7,6,132000
793,410,1118,793,3,2,5,3,4,3,7,5,6,0,119900
2036,513,2036,2136,3,1,0,2,7,3,5,7,9,2,375000
832,546,1641,728,3,3,3,3,3,0,7,7,5,4,178000
716,432,1432,716,3,3,6,0,11,2,5,7,13,6,188500
1153,484,2353,845,4,3,2,2,9,0,7,7,10,3,260000
1088,1025,1959,1088,3,0,6,2,11,2,5,8,13,6,270000
1372,656,2646,1347,3,1,2,2,10,2,5,7,12,5,260000
1472,588,1472,1372,3,0,2,3,8,3,5,7,10,3,187500
1249,840,2596,1249,4,0,6,2,11,2,5,9,13,6,342643
1136,872,2468,1136,4,0,2,3,11,2,5,8,13,6,354000
1553,576,2730,1502,4,1,3,3,9,2,5,7,11,4,301000
1163,220,1163,1162,3,3,0,3,6,3,8,3,8,6,126175
1898,564,2978,710,5,3,6,0,7,2,7,7,9,6,242000
803,360,803,720,2,0,1,3,5,3,6,5,7,0,87000
1719,473,1719,1719,1,1,2,0,10,2,5,8,12,5,324000
1383,292,1383,1383,3,3,5,3,6,3,5,6,8,1,145250
1445,441,2134,844,5,3,6,3,3,2,6,6,4,5,214500
596,189,1192,596,3,2,6,3,2,3,5,5,4,0,78000
1728,352,1728,1728,6,3,2,3,11,3,4,5,9,2,119000
1056,308,1056,1056,3,3,5,2,6,3,6,5,8,5,139000
1629,880,1629,3206,3,3,2,3,11,2,5,8,13,6,284000
1358,484,1358,1358,2,0,2,2,11,2,5,7,13,6,207000
943,472,1638,943,3,1,2,0,10,3,5,6,12,5,192000
1619,529,1786,1499,3,1,6,0,7,3,6,5,9,2,228950
1922,676,1922,1922,3,1,2,0,11,2,5,9,13,6,377426
1536,532,1536,1536,3,0,2,2,11,2,5,7,13,6,214000
1621,440,1621,1208,3,2,0,3,9,2,7,7,11,5,202500
1215,297,1215,1215,3,3,5,3,6,3,7,6,8,5,155000
993,431,1908,967,4,3,6,0,11,2,5,8,13,6,202900
841,294,841,721,2,3,6,3,5,3,4,4,7,0,82000
1040,400,1040,0,2,4,4,3,5,3,4,3,7,0,87500
1684,564,1684,1684,2,3,2,2,11,0,5,9,13,6,266000
536,336,1112,536,3,3,5,3,8,3,3,5,10,3,85000
972,312,1577,972,3,3,6,3,4,1,5,6,6,0,140200
958,301,958,958,2,2,1,2,6,3,8,6,8,5,151500
1478,498,1478,1478,3,3,1,3,6,3,5,6,8,1,157500
764,474,1626,764,2,3,2,2,11,2,5,7,13,6,154000
1848,706,2728,1848,4,3,2,0,11,0,5,9,13,6,437154
1869,617,1869,1869,2,3,6,2,11,0,5,9,13,6,318061
1453,445,1453,1453,3,1,2,2,9,2,5,7,11,4,190000
616,200,1111,616,3,2,3,3,5,3,6,5,7,0,95000
720,484,720,624,2,3,6,3,11,3,8,6,5,6,105900
1192,240,1595,940,2,3,3,3,4,3,5,6,6,5,140000
1200,521,1200,1200,3,3,0,2,10,2,5,6,12,5,177500
1167,400,1167,1158,3,3,2,2,10,2,6,6,12,5,173000
1142,528,1142,1142,3,3,0,0,8,3,5,5,10,3,134000
1352,288,1352,1062,3,0,1,3,6,2,4,5,8,1,130000
1086,592,1924,1086,3,0,2,2,10,2,5,8,12,5,280000
912,470,912,888,2,0,2,2,8,3,6,6,10,3,156000
